id,name
0001217,Fionnula Flanagan
0001219,Gary Fleder
0001234,John Forsythe
0001238,Jesús Franco
0001249,Monique Gabrielle
0001256,Greta Garbo
0001257,Ava Gardner
0001260,John Gavin
0001261,Rebecca Gayheart
0001264,Sarah Michelle Gellar
0001275,Philip Glass
0001286,Elizabeth Gracen
0001309,Anthony Michael Hall
0001312,Geri Horner
0001323,Debbie Harry
0001327,David Hasselhoff
0001331,Todd Haynes
0001333,Susan Hayward
0001335,Tippi Hedren
0001337,Katherine Heigl
0001340,Katherine Helmond
0001341,Florence Henderson
0001343,Carrie Henn
0001345,Jim Henson
0001351,George Roy Hill
0001362,Bob Hope
0001365,Whitney Houston
0001367,C. Thomas Howell
0001390,Janet Jackson
0001396,Mick Jagger
0001398,Jenna Jameson
0001399,Marianne Jean-Baptiste
0001400,Michelle Johnson
0001411,William Katt
0001414,Danny Kaye
0001415,Elia Kazan
0001422,Persis Khambatta
0001423,Richard Kiel
0001425,Krzysztof Kieslowski
0001429,Takeshi Kitano
0001438,Neil LaBute
0001444,Lorenzo Lamas
0001452,Charles Laughton
0001460,Mimi Leder
0001461,Virginie Ledoyen
0001462,Jason Scott Lee
0001466,Sergio Leone
0001467,Jared Leto
0001480,Shelley Long
0001491,Melanie Lynskey
0001494,Ralph Macchio
0001495,Patrick Macnee
0001502,Luis Mandoki
0001503,Dinah Manoff
0001504,Marilyn Manson
0001506,Jane March
0001509,Dean Martin
0001519,Ian McDiarmid
0001524,Paul McGann
0001526,Patrick McGoohan
0001533,Meat Loaf
0001534,Michelle Meyrink
0001536,Toshirô Mifune
0001544,Ricardo Montalban
0001546,Mary Tyler Moore
0001548,Rick Moranis
0001554,Errol Morris
0001558,Mr. T
0001561,Jim Nabors
0001567,Connie Nielsen
0001570,Edward Norton
0001575,Tatum O'Neal
0001578,Annette O'Toole
0001580,Ashley Olsen
0001581,Mary-Kate Olsen
0001582,Susan Olsen
0001584,Miranda Otto
0001589,Michael Palin
0001603,Sam Peckinpah
0001604,Nia Peeples
0001608,Barry Pepper
0001612,Matthew Perry
0001613,Bernadette Peters
0001620,Slim Pickens
0001628,Sydney Pollack
0001631,Sarah Polley
0001632,Teri Polo
0001633,Annie Potts
0001635,William Powell
0001636,Priscilla Presley
0001639,Alex Proyas
0001643,Linnea Quigley
0001648,Charlotte Rampling
0001655,Lynn Redgrave
0001657,Oliver Reed
0001660,George Reeves
0001668,Kim Richards
0001670,Natasha Richardson
0001671,Diana Rigg
0001686,Cynthia Rothrock
0001693,Eva Marie Saint
0001699,Telly Savalas
0001703,Maximilian Schell
0001707,Paul Schrader
0001713,Izabella Scorupco
0001717,Kyle Secor
0001720,Ivan Sergei
0001725,Omar Sharif
0001726,Helen Shaver
0001727,Robert Shaw
0001731,Sam Shepard
0001732,Cybill Shepherd
0001733,Nicollette Sheridan
0001735,Talia Shire
0001739,Jean Simmons
0001741,Bryan Singer
0001742,Lori Singer
0001751,Jimmy Smits
0001755,Suzanne Somers
0001759,Vincent Spano
0001764,John Stamos
0001769,Howard Stern
0001775,Whit Stillman
0001779,Tom Stoppard
0001781,Julie Strain
0001782,Susan Strasberg
0001784,Gloria Stuart
0001789,Andrei Tarkovsky
0001790,Sharon Tate
0001792,Rod Taylor
0001805,Lana Turner
0001809,Jay Underwood
0001812,Lee Van Cleef
0001813,Dick Van Dyke
0001816,Robert Vaughn
0001817,Reginald VelJohnson
0001825,Andrew Kevin Walker
0001827,Ray Walston
0001833,Emily Watson
0001835,Carl Weathers
0001842,Adam West
0001846,Vanna White
0001850,Billy Dee Williams
0001851,JoBeth Williams
0001857,Henry Winkler
0001860,Alicia Witt
0001861,Katarina Witt
0001868,Michael York
0001870,Robert Young
0001871,Pia Zadora
0001873,Steven Zaillian
0001874,Franco Zeffirelli
0001878,David Zucker
0001881,Maryam d'Abo
0001885,Lars von Trier
0001888,Robert Douglas
0001891,Anthony Higgins
0001894,Danny Dayton
0001898,Bryan Adams
0001900,Danny Aiello III
0001904,Corey Allen
0001912,Paul Anka
0001914,Adam Ant
0001919,Peggy Ashcroft
0001922,Jean-Pierre Aumont
0001923,Margaret Avery
0001931,Binnie Barnes
0001933,Geoffrey Bayldon
0001939,Maurice Benard
0001947,Turhan Bey
0001949,Andrew Birkin
0001950,Steve Bisley
0001951,Björk
0001958,Dirk Bogarde
0001973,Christie Brinkley
0001978,Emma Bunton
0001980,Carter Burwell
0001981,Spring Byington
0001986,Truman Capote
0001987,Tantoo Cardinal
0001989,Leslie Caron
0001990,Elpidia Carrillo
0001992,Johnny Carson
0002008,Eric Clapton
0002010,Christian Clavier
0002011,Lee J. Cobb
0002013,Charles Coburn
0002015,Phil Collins
0002018,Tom Conti
0002021,Noël Coward
0002024,Broderick Crawford
0002025,Hume Cronyn
0002028,Sheryl Crow
0002029,Maria Grazia Cucinotta
0002031,Michael Curtiz
0002032,Roger Daltrey
0002033,Tyne Daly
0002035,Sammy Davis Jr.
0002036,Ann B. Davis
0002038,Gloria DeHaven
0002041,Dean Devlin
0002050,Irene Dunne
0002054,Sheena Easton
0002058,Samantha Eggar
0002066,Ramon Estevez
0002071,Will Ferrell
0002072,Mel Ferrer
0002083,Carl Franklin
0002092,John Garfield
0002094,Vittorio Gassman
0002102,Sharon Gless
0002103,Julian Glover
0002106,Ruth Gordon
0002107,Betty Grable
0002111,Karen Grassle
0002112,Jennifer Gray
0002113,Sydney Greenstreet
0002116,Paul Guilfoyle
0002119,Arsenio Hall
0002124,Melora Hardin
0002127,Mariska Hargitay
0002134,Paul Henreid
0002141,Celeste Holm
0002145,Trevor Howard
0002147,Tab Hunter
0002161,Hans Albers
0002167,Gianni Amelio
0002168,Willeke van Ammelrooy
0002169,Tori Amos
0002174,Yves Angelo
0002175,Ken Annakin
0002181,Imanol Arias
0002184,Vic Armstrong
0002186,Luciana Arrighi
0002190,Anthony Asquith
0002198,Charles Aznavour
0002230,Carlos Gallardo
0002233,Erich von Stroheim
0002242,Anthony Valentine
0002244,Patrick Robert Smith
0002246,Harry Van Gorkum
0002248,Gerard Kelly
0002268,Gary Vermeir
0002285,Pat O'Brien
0002313,Greg Fawcett
0002340,Stuart Gordon
0002360,Matthias Maaß
0002365,Dionysio Basco
0002369,John Williams
0002376,David Hare
0002379,Hans Moser
0002389,Nigel Plaskitt
0002391,Dwayne Adway
0002396,Scott Shaw
0002398,Paris Themmen
0002403,Todd Baker
0002412,Michael Fallavollita
0002416,John O'Hagan
0002437,Michael Kevin Walker
0002460,Lucia Mendoza
0002470,M. David Mullen
0002529,Brian A. Kates
0002580,Eric A. Pot
0002586,Chitra F. Mojtabai
0002596,Tony Rycyk
0002597,Sreedevi Mina
0002657,Gary Ross
0002667,George Buck
0002715,Arthur K. Flam
0002769,Romy Schneider
0002777,Larry Mendte
0002782,Jessica Wilson
0002786,Mia Korf
0002803,Michael Klastorin
0002869,Mario Gallo
0002872,Kelsa Kinsly
0002878,Ric Sarabia
0002889,Michael Albanese
0002913,Chris Jaymes
0002970,Ray Melendez
0003015,Shannon Denton
0003028,Rodrigo Botero
0003044,Michael Jordan
0003066,Gregg Vance
0003067,Sebastian Roché
0003080,Rachel Talalay
0003088,Chris Noonan
0003114,Emmy Smith
0003118,Riccardo Bertoni
0003133,Jean-Christophe Bouvet
0003135,Victoria Barkoff
0003182,Athena Massey
0003201,Tim Sullivan
0003210,C. Ernst Harth
0003225,Ed Begley
0003244,Jordi Mollà
0003245,Sterling Wolfe
0003249,Kristofor Brown
0003298,Scott Rosenberg
0003299,Marc Shaiman
0003320,Michael Albala
0003331,Kevin Fennessy
0003339,Herbert Marshall
0003355,Christopher Monger
0003368,David Clayton Miller
0003387,Deb Fink
0003405,Nathan Anderson
0003411,Ronny Hallin
0003423,Peter MacDonald
0003434,Susan A. Cabral
0003439,John M. Woodward
0003440,John R. Woodward
0003457,John Henry Canavan
0003506,James Mangold
0003515,Ralph Winter
0003554,Robert W. Morgenroth
0003577,Kevin R. Hershberger
0003579,Magda Schneider
0003586,Theo Lingen
0003593,Fred Zinnemann
0003596,Barry Papick
0003605,Monica Deeter
0003609,Troy Bishop
0003626,Charlie Condou
0003633,Moet Meira
0003638,F.W. Murnau
0003706,Tim McCoy
0003748,Anthony Green
0003782,Jeff Winner
0003784,Joe Grisaffi
0003817,Michael Clarke Duncan
0003831,Andy Ryan
0003843,Jack Blum
0003857,Mel Stewart
0003859,Owen Brenman
0003860,David Caprita
0003870,Marilyn Ghigliotti
0003909,Michael Lonsdale
0003927,Gyula Gazdag
0003930,Will Wallace
0003941,David Winning
0003944,Ian James Corlett
0003953,Matthew Huffman
0003991,Beth Colt
0003996,Butch McCain
0004028,Daniel Bacon
0004056,Andrew Stanton
0004079,Jim Michaels
0004107,Darrin Klimek
0004109,Gulshan Grover
0004121,Mikael Salomon
0004122,Robert Bolt
0004137,Tia Texada
0004149,Bo Svenson
0004169,Bo Kane
0004227,Dick Ziker
0004233,Nick Gillard
0004234,Alfonso Gomez-Rejon
0004238,Cindy Geppi
0004239,Meg Thalken
0004242,Fidel Castro
0004248,Georges Corraface
0004260,Pamela Bowman
0004264,Judy Herrera
0004282,Anne Francis
0004284,Cristine Rose
0004328,Lawrence R. Leritz
0004334,Rekha
0004345,Richard A. Roth
0004354,Caveh Zahedi
0004357,Michael Roberds
0004369,Robert Lyon Rasner
0004371,Robert David Hall
0004410,Mark Neveldine
0004425,Beau Holden
0004456,Clare Kramer
0004460,Rachel Davey
0004491,Amanda Kravat
0004496,Van Johnson
0004518,David Copperfield
0004522,Pip Mushin
0004532,Catherine Avril Morris
0004575,Francis Creighton
0004583,Gary Frutkoff
0004618,Paul Robert Langdon
0004623,Thomas Morris
0004632,Andrea Powell
0004641,Kevin O'Hara
0004646,Antonio Sabato
0004656,James Joyce
0004669,Laura Albert
0004675,Phil Alden Robinson
0004686,Malcolm Xerxes
0004692,Mark Addy
0004693,Lou Adler
0004696,Buzz Aldrin
0004700,Tatyana Ali
0004706,Louie Anderson
0004709,Giuseppe Andrews
0004714,Giorgio Armani
0004715,Will Arnett
0004719,Jennifer Aspen
0004721,Erykah Badu
0004723,Tyra Banks
0004745,Paulo Benedeti
0004746,Tony Bennett
0004751,Crystal Bernard
0004756,Clint Black
0004763,Mary J. Blige
0004776,Pat Briggs
0004781,Bobbie Brown
0004782,Kimberly J. Brown
0004790,Scott Caan
0004792,Ashley Tesoro
0004800,Jessica Capshaw
0004804,Drew Carey
0004813,Nancy Cartwright
0004819,Charo
0004821,Michael Chiklis
0004822,Melanie C
0004831,Natalie Cole
0004834,Stephen Collins
0004835,Sean 'Diddy' Combs
0004843,Don Cornelius
0004844,Dan Cortese
0004845,Elvis Costello
0004847,Walter Cronkite
0004849,David Crosby
0004850,Alexis Cruz
0004852,Jane Curtin
0004862,Kristin Davis
0004863,Marvin Davis
0004864,Nancy Reagan
0004865,Taylor Dayne
0004868,Majandra Delfino
0004872,Don Diamont
0004879,Snoop Dogg
0004880,Micky Dolenz
0004888,Debbe Dunning
0004892,Kenneth 'Babyface' Edmonds
0004902,Melissa Etheridge
0004913,José Feliciano
0004915,Giselle Fernandez
0004922,Schuyler Fisk
0004928,John Fogerty
0004929,Dave Foley
0004932,Betty Ford
0004933,Faith Ford
0004939,Joe Frazier
0004940,Glenn Frey
0004942,Daisy Fuentes
0004943,Warren G
0004944,Michael Galeota
0004953,Steve Garvey
0004957,Leeza Gibbons
0004967,Ricky Paull Goldin
0004980,Kathy Griffin
0004982,Jasmine Guy
0004988,Colin Hanks
0005006,Elaine Hendrix
0005009,Laura Harring
0005012,Lauryn Hill
0005015,Susanna Hoffs
0005020,Josh Hopkins
0005021,Kaitlin Hopkins
0005030,Jon Huertas
0005032,Suzan Hughes
0005040,Enrique Iglesias
0005043,Ray J
0005055,Billy Joel
0005056,Elton John
0005058,Kirsten Johnson
0005063,Grace Jones
0005064,January Jones
0005065,Quincy Jones
0005067,Tamala Jones
0005068,Vinnie Jones
0005070,Montell Jordan
0005077,James Keach
0005080,Andrew Keegan
0005084,R. Kelly
0005094,Alex Kingston
0005095,Justin Kirk
0005105,Jane Krakowski
0005109,Mila Kunis
0005113,Eriq La Salle
0005115,Leah Lail
0005120,Wallace Langham
0005137,Jane Leeves
0005151,Jonathan Lipnicki
0005152,Peggy Lipton
0005161,Nick Loeb
0005167,Lorna Luft
0005169,Natasha Lyonne
0005175,Bill Maher
0005176,Wendie Malick
0005181,Aimee Mann
0005185,Marla Maples
0005189,Jason Marsden
0005200,Paul McCartney
0005206,James McDaniel
0005209,Mark McGrath
0005215,Jenny McShane
0005216,Janet McTeer
0005218,Tim Meadows
0005224,Alex Meneses
0005230,Michael Michele
0005235,Judson Mills
0005238,Beverley Mitchell
0005240,Moby
0005241,Ralf Moeller
0005242,Eleanor Mondale
0005244,Fernanda Montenegro
0005246,Esai Morales
0005253,Elisabeth Moss
0005258,Patrick Muldoon
0005260,Frankie Muniz
0005272,Thomas Ian Nicholas
0005277,Conan O'Brien
0005285,Ozzy Osbourne
0005290,Master P
0005297,Marnette Patterson
0005304,Michael Penn
0005308,Cassandra Peterson
0005311,Busy Philipps
0005320,Paulina Porizkova
0005324,Maury Povich
0005330,Buddy Quaid
0005331,Francesco Quinn
0005342,Norman Reedus
0005343,Della Reese
0005346,Tara Reid
0005347,Tim Reid
0005349,Gloria Reuben
0005354,Busta Rhymes
0005360,Lionel Richie
0005366,Jay Roach
0005368,Doris Roberts
0005370,Kathleen Robertson
0005374,Luc Robitaille
0005380,Ray Romano
0005386,Cecilia Roth
0005390,Patricia Rozema
0005393,Kelly Rutherford
0005397,Cristina Saralegui
0005398,Michael Saucedo
0005401,Ricky Schroder
0005412,Jane Seymour
0005413,Shanice
0005422,Hilary Shepard
0005425,Maria Shriver
0005431,Henry Simmons
0005463,Heather Stephens
0005464,Alana Stewart
0005466,Julia Stiles
0005473,Marty Stuart
0005475,David Sutcliffe
0005482,John Tesh
0005485,Tiffani Thiessen
0005494,Steve Tisch
0005495,David Tom
0005498,Concetta Tomei
0005500,Liz Torres
0005501,Lorraine Toussaint
0005502,Michelle Trachtenberg
0005504,Lee Trevino
0005506,Ivana Trump
0005511,Tracy Tweed
0005520,Amber Valletta
0005531,Donnie Wahlberg
0005532,Kate Walsh
0005536,Dionne Warwick
0005553,Jane Wiedlin
0005559,Kelli Williams
0005563,Irwin Winkler
0005565,Jonathan Winters
0005567,Stevie Wonder
0005568,Russell Wong
0005577,Portia de Rossi
0005579,Christy Carlson Romano
0005589,Elliot Easton
0005605,Scott Kraft
0005647,Andrzej Bartkowiak
0005678,Dean Cundey
0005687,Peter Deming
0005714,Tak Fujimoto
0005726,Jack N. Green
0005845,Owen Roizman
0005871,Dean Semler
0005886,Vittorio Storaro
0005904,Gregg Toland
0005913,James Van Trees
0005917,Joseph Vilsmaier
0005936,Vilmos Zsigmond
0005986,Artie Butler
0006019,Vladimir Cosma
0006130,Friedrich Hollaender
0006166,Michel Legrand
0006168,John Lennon
0006190,Brian May
0006249,Satyajit Ray
0006347,June Chadwick
0006352,Adam Druxman
0006354,Steve Lee
0006355,Roy Billing
0006357,Daniel Schmid
0006438,George Saunders
0006442,Richard Robbins
0006467,Vittorio Amandola
0006473,Daniella Evangelista
0006487,Jim Sheridan
0006499,Richard Liss
0006508,Tony Kenny
0006522,Haydn Gwynne
0006542,Pons Maar
0006562,Asia Carrera
0006579,Heather Lauren Olson
0006603,Anthony Lucero
0006613,Don Murphy
0006663,Enrique Murciano
0006664,Zdenek Sverák
0006670,Paul F. Tompkins
0006692,Rachael Crawford
0006701,John Schwartzman
0006710,Vik Sahay
0006712,Crispian Belfrage
0006737,Hark Bohm
0006751,Nuno Tudela
0006752,Steve Allen
0006762,Saeed Jaffrey
0006774,Joshua Sinclair
0006781,Harry Baer
0006786,James Quattrochi
0006819,Annalouise Paul
0006826,Stacey Travis
0006841,Udayan Prasad
0006853,Tim Hunter
0006854,Roger Spottiswoode
0006873,Peter Samuelson
0006889,Herbert Ross
0006893,John Vernon
0006952,Alexia Landeau
0006956,Jesse Vint
0006960,John Madden
0006976,Marc Cass
0006978,Susan Damante
0006985,Lou Felder
0006998,Todd Lewis
0007033,Harvey Silver
0007042,Herbert Lom
0007069,Pierre Richard
0007115,Amy Hathaway
0007139,Hark Tsui
0007154,Stephen Marcus
0007167,John Ashker
0007194,Chris Johnston
0007200,Charlie Brewer
0007211,Liza Del Mundo
0007237,Leonor Varela
0007322,Aadil
0007342,Lee Aaker
0007350,Leyla Aalam
0007363,Mariann Aalda
0007366,Jefri Aalmuhammed
0007392,Minna Aaltonen
0007419,Jim Aar
0007420,Abraxas Aaran
0007423,Frank J. Aard
0007439,Douglas Aarniokoski
0007443,Bob Aaron
0007547,Derek Aasland
0007707,Nati Abascal
0007708,Paul Abascal
0007730,Roland T. Abasolo
0007735,Elizabeth Abassi
0007746,Diego Abatantuono
0007747,Saïdou Abatcha
0007769,Serge Abattucci
0007808,Abdullah Abbas
0007814,Hiam Abbass
0007880,Leo Abbey
0007906,Bernie Abbot
0007922,Tommy Abbot
0007940,Bruce Abbott
0007951,Dalton Abbott
0007958,Diahnne Abbott
0007961,Dorothy Abbott
0007984,Jamie Abbott
0007990,Jennifer M. Abbott
0007995,John Abbott
0008015,Margaret Abbott
0008033,Pamela Abbott
0008035,Paul Abbott
0008043,Ray Abbott
0008060,Steve Abbott
0008217,Shion Abdillah
0008231,Rose Abdoo
0008261,Nadijah Abdul-Khalia
0008266,Yasmine Abdul-Wahid
0008295,Siti Abdullah
0008321,Talkun Abdureheim
0008358,Mariko Abe
0008411,Esther Abed-Alnour
0008412,Youssef Abed-Alnour
0008414,Barbara Abedi
0008526,Alan Abelew
0008583,Lauren Abels
0008618,Jo Abercrombie
0008645,Abby Abernathy
0008656,Lewis Abernathy
0008657,Louisa Abernathy
0008787,Simon Abkarian
0008800,Billy Joel Ablaza
0008865,Emile Abossolo M'bo
0008866,Didier Abot
0008873,Tony Abou-Ganim
0008874,Rebekah Abou-Keer
0008894,Amir AboulEla
0008928,Charles Abraham
0008938,Falconer Abraham
0008944,John Abraham
0008946,Jorge Abraham
0008975,Sean Abraham
0008986,Jacqueline Abraham-Vernier
0008997,Charlie Abrahams
0009010,Jamie Abrahams
0009019,Joseph 'Bambi' Abrahams
0009026,Nancy Abrahams
0009054,Peter Abrahamson
0009116,Oleg Abramov
0009125,Natalya Abramova
0009215,Michele Abrams
0009220,Noah Abrams
0009240,Sol Abrams
0009277,Stuart Abramson
0009318,Olga Abrego
0009319,Brad Abrell
0009334,Cláudia Abreu
0009344,Jorge Luis Abreu
0009388,Khosrow Abrishami
0009390,Alison Anne Abrohams
0009481,Ernest Abuba
0009538,Bella Abzug
0009545,Aileen Acain
0009618,Raymond Accolas
0009639,Dinah Ace
0009645,Martin Ace
0009647,Rosemarie Ace
0009717,Lisa Acevedo
0009735,Luis Aceves Castañeda
0009763,Ravi Achar
0009764,Basile Achara
0009805,Dean Acheson
0009820,Damian Achilles
0009854,John Achorn
0009958,Boyd Ackerman
0009966,Don Ackerman
0009969,Forrest J. Ackerman
0010010,Robert Ackerman
0010012,Robert Allan Ackerman
0010015,Stanley Ackerman
0010072,Joseph Ackler
0010086,Cole Ackman
0010180,David Acosta
0010185,Enrique Acosta
0010204,José Alberto Acosta
0010233,Panchita Acosta
0010264,Jay Acovone
0010268,Janice Acquah
0010292,Graham Acres
0010295,Mary Acres
0010314,David Acton
0010349,Wanda Acuna
0010351,Giseppe Acunzo
0010391,Leanne Adachi
0010401,Yoshi Adachi
0010402,Yumi Adachi
0010416,Alice Adair
0010434,Gilbert Adair
0010439,Jan Adair
0010443,Jean Adair
0010463,Nicole Adair
0010468,Robert Adair
0010491,Randy Adakai-Nez
0010511,Acram Adam
0010562,Marie-Christine Adam
0010579,Rick Adams
0010684,Archi Adamos
0010712,Quincy Adams Jr.
0010723,Albert Adams
0010772,Blake Adams
0010800,Camille James
0010891,David Adams
0010939,Ed Adams
0010944,Edie Adams
0010959,Ernie Adams
0010970,Frances Adams
0010979,Gary Adams
0011009,Harry Adams
0011022,India Adams
0011023,J. Todd Adams
0011024,J. Wesley Adams
0011030,Jacob Adams
0011037,Jane Adams
0011042,Ash Adams
0011048,Jay Adams
0011051,Jean Adams
0011085,John Destry
0011097,Joshua A. Adams
0011128,Kim Adams
0011154,Lloyd Adams
0011161,Lowden Adams
0011164,Lynne Adams
0011165,Lynne Adams
0011191,Martin Adams
0011212,Michael Adams
0011268,Phil Adams
0011277,Rae Adams
0011293,Richard Adams
0011309,Rob Adams
0011334,Sally Sheridan
0011335,Samuel Adams
0011365,Stan Adams
0011390,Terry Adams
0011391,Terry Adams
0011393,Terry Adams
0011401,Timothy Adams
0011407,Tony Adams
0011425,Vincent Neill
0011431,Warren Frederick Adams
0011435,Wil Darwin Adams
0011477,Chuck Adamson
0011486,Frank Adamson
0011495,Joe Adamson
0011501,Kent Adamson
0011504,Larina Jean Adamson
0011514,Patrick Adamson
0011535,Victor Adamson
0011544,Dana Adamstein
0011600,Kirk Adcock
0011602,Martha Adcock
0011619,Michèle Addala
0011625,Dawn Addams
0011691,Richard Addis
0011726,Walter Addison
0011792,Jan Adele
0011834,Jason Adelman
0011889,Yashar Adem
0011917,Bob Ader
0011924,Sylvia Ader
0011937,Daniel Ades
0011958,Ayo Adeyemi
0011967,Kamala Adhikari
0011969,Cesar Adi
0012015,Lawrence B. Adisa
0012079,Seth Adkins
0012112,Bill Adler
0012128,Cynthia Adler
0012155,Gilbert Adler
0012232,Roger Adler
0012235,Ruth Adler
0012361,Regimantas Adomaitis
0012398,Razaaq Adoti
0012417,Mark Adriaans
0012438,George Adrian
0012463,Walter Adrian
0012492,Daniel Adric
0012500,Sigrid Adrienne
0012524,Frank Adu
0012586,A.C. Peterson
0012643,Andrea Afanador
0012765,Anais Afshan
0012854,Loretta Agar
0012903,George Agawa
0012932,Arthur Agee
0012933,Arthur 'Bo' Agee
0012939,Jazz Agee
0012941,Joe 'Sweetie' Agee
0012947,Sheila Agee
0012949,Tawatha Agee
0012952,Tomika Agee
0012973,Nikita Ager
0013026,Jalal Agha
0013134,Iain Agnew
0013137,James D. Agnew
0013155,Valerie M. Agnew
0013207,Diana Agostini
0013231,Salvatore Agostino
0013249,Nabil Agoun
0013462,Robert Aguilar Jr.
0013486,Anthony Aguilar
0013512,Denise Aguilar
0013592,Perfideo Aguilar
0013626,Eric Aguilera
0013690,Elsa Aguirre
0013698,Genaro Aguirre
0013776,Neus Agulló
0013807,Alicia Agut
0013833,Ah-Lei Gua
0013866,David Ahdar
0013886,József Áhel
0013892,Alston Ahern
0013906,James 'Sporty' Ahern
0013912,Lassie Lou Ahern
0013927,Tim Ahern
