actorID,movieID
5,0680557
5,0790442
5,0434467
5,0947172
5,0192330
5,0848237
5,0751049
5,0492581
5,0160483
5,0607421
5,0117454
5,0160911
5,0643107
5,0465848
5,0276485
5,0390685
5,0600906
5,0810005
5,0818843
5,0280443
5,0072373
5,0338671
5,0498298
5,0348242
5,4888511
5,0802298
5,0082932
5,0051652
5,0108637
5,3425823
5,0138571
5,1546703
5,0227698
5,0444858
5,3559881
5,0737318
5,1152943
5,0282845
5,2089846
5,1673384
5,6744416
5,7601847
6,0000084
6,0508349
6,0944507
6,0508554
6,0161158
6,0080773
6,0155368
6,0422629
6,0052628
6,0702647
6,0948062
6,0304722
6,0795700
6,0944721
6,0946935
6,0361586
6,0422661
6,0954855
6,0944556
6,0793412
6,0422653
6,0422650
6,0234635
6,3793748
6,3786768
6,2007855
6,3792364
7,0000656
7,0000246
8,0004815
8,0546816
8,0542706
8,0915989
8,0283565
8,0853122
8,0469852
8,0249768
8,0058793
8,0515282
8,0001975
8,0000342
8,0844294
8,0123771
8,0323822
8,0371806
8,0126311
8,0010295
8,0289422
8,0370008
8,0332220
8,0916078
8,0621031
8,0534007
8,0339867
8,0509244
8,0713888
8,0086672
8,0519103
8,0236392
8,1084369
8,0046723
8,0055891
8,0004460
8,0220635
8,0226934
8,0574882
8,0940673
8,0017469
8,0047356
8,0004858
8,0205743
8,0287054
8,0314506
8,0400294
8,0454546
8,0509824
8,0627523
8,0680628
8,0689404
8,0907942
8,0364456
8,0107306
8,0120794
8,0260008
8,0336064
8,12183366
8,0418176
8,0469411
8,0533752
8,0542493
8,0614095
8,0640352
8,0743719
8,0894720
8,0476484
8,0588709
9,0000215
9,0000576
9,0698764
9,0000855
9,0000388
9,0922927
9,0809135
9,0934113
9,0561809
9,0553269
9,0382263
9,0092906
9,0086427
9,0033068
9,0683978
9,0730349
9,0004668
9,0000317
9,0730279
9,0191506
9,0765597
9,0944886
9,0471844
9,0085312
9,0009016
9,0108698
9,0137652
9,0381674
9,0025483
9,0730361
9,0091122
9,0518870
9,0623598
9,0117192
9,0307654
9,0173106
9,0932848
9,5441434
9,0731560
9,0317507
9,0403400
9,0519378
9,0123148
9,0323136
9,0368916
9,0052202
9,0143953
9,0395642
9,0802316
9,0413905
9,0859066
9,0106470
9,0816375
9,0181324
9,0625126
9,0285584
9,0824704
9,0002811
9,0730420
9,0730428
9,0114177
9,3229547
9,1096712
9,0332942
9,1367593
9,0695878
9,1908927
10,0100815
10,0223266
10,0005212
10,0665473
10,0000906
10,0343155
10,0939795
10,0001329
10,0001749
10,0824215
10,0000375
10,0360112
10,0570570
10,0448851
10,0141697
10,0358772
10,0510317
10,0000980
10,0362570
10,0319571
10,0922035
10,0838910
10,0000218
10,0001160
10,0711161
10,0932097
10,0700781
10,0237834
10,0031552
10,0255573
10,1544362
10,1750488
10,0602303
11,0000151
11,0001825
11,0669254
11,0000093
11,0000569
11,0144307
11,0532943
11,0188598
11,0146146
11,0000388
11,0160690
11,0401352
11,0416551
11,0203525
11,0172172
11,0367211
11,0745780
11,0836772
11,0005051
11,0464255
11,0121602
11,0096908
11,0033144
11,0223790
11,0293285
11,0001525
11,0924854
11,0827307
11,0533197
11,0000228
11,0692466
11,0792643
11,0095478
11,0879181
11,0517448
11,0718132
11,0905878
11,0784997
11,0557219
11,0180848
11,0086344
11,1788054
11,0650702
11,0081880
11,0592030
11,0248746
11,0767647
11,0769574
11,0770039
11,0263634
11,0928279
11,0771493
11,0214426
11,0763704
11,0848596
11,0037118
11,0310484
11,0001165
11,1992369
11,0528975
11,0561480
12,7469291
12,9950138
12,10002022
12,10038362
12,8209821
13,0086322
13,0147503
13,0149654
13,0209340
13,0227226
13,0269658
13,0276810
13,0289465
13,0288799
13,0314981
13,0440081
13,0542625
13,0591131
13,0625244
13,0786120
13,0867571
13,0000719
13,0000095
13,0000307
13,0810397
13,0709738
13,0001773
13,0001156
13,0475794
13,0732238
13,0843332
13,0001954
13,0876193
13,0574306
13,0370256
13,0354059
13,0022358
13,0614677
13,0574513
13,0236410
13,0339084
13,0416932
13,0316079
13,0011742
13,0000693
13,0249029
13,0272703
13,0000227
13,0611939
13,0244194
13,0602821
13,0379200
13,0802831
13,0201700
13,0308780
13,0001650
13,0912001
13,0088661
13,0171093
13,0664222
13,0148844
13,0690975
13,0469488
13,0277794
13,0519512
13,0546091
13,0781130
13,0716387
13,0005529
13,0934522
13,2922525
13,0191747
13,0198299
13,1275586
13,0357084
13,1685472
13,1367593
13,1502418
14,0634159
14,0873385
14,0002029
14,0769237
14,0604323
14,0813169
14,0224010
14,0626216
14,0224299
14,0833087
14,0185539
14,0726764
14,0093718
14,0134951
14,0727004
14,2713791
15,0000377
15,0000444
15,0858988
15,0001156
15,0000513
15,0001860
15,0005024
15,0924254
15,0446465
15,0101692
15,0719647
15,0026973
15,0622085
15,0322306
15,0537941
15,0284596
15,0228763
15,0036244
15,0179229
15,0270353
15,0591502
15,0359083
15,0795264
15,0729648
15,0895564
15,0079788
15,0715195
15,0737703
15,0200027
15,0138202
15,0280440
15,0170541
15,0132583
15,0670556
15,0625509
15,0572721
15,0143459
15,0578886
15,0240068
15,0941121
15,0138201
15,0587933
15,0076351
15,0641834
15,0319467
15,0257001
15,0290970
15,0230552
15,0797013
15,0802823
15,0011030
15,0551729
15,0033788
15,0129194
15,0842609
15,0102054
15,0417705
15,0165945
15,1088336
15,0080797
15,2772986
15,3040172
15,3505716
15,2942554
15,0001267
15,4130560
15,9818334
15,0677426
15,1576018
15,2218656
15,0001845
16,0000721
16,0001929
16,0149260
16,0390458
16,0383153
16,0759826
16,0480027
16,0095574
16,0095579
16,0056765
16,0041527
16,0076888
16,0228074
16,0098395
16,0899213
16,0019537
16,0077655
16,0837659
16,0551929
16,0289934
16,0074109
16,0660193
16,0243283
16,0847830
16,0495911
16,0340214
16,0097280
16,0508357
16,0706894
16,0405068
16,0540652
16,0554530
16,0599489
16,0547785
16,0760880
17,0000123
17,0000233
17,0000172
17,0000496
17,0514918
17,0000161
17,0001507
17,0001803
17,0767741
17,0004365
17,0662981
17,0384936
17,0768334
17,0492908
17,0000593
17,0370035
17,0488644
17,0040268
17,0379608
17,0333888
17,0573816
17,0305201
17,0630524
17,0188176
17,0120878
17,0078480
17,0081115
17,0081116
17,0110710
17,0006480
17,0246676
17,0370563
17,0429804
17,0493230
17,0500224
17,0514303
17,0004137
17,0070216
17,0571024
17,0571947
17,0666584
17,0679765
17,0869370
17,0902908
17,0074205
17,0169205
17,0600044
17,1833541
17,3744131
17,0004744
17,1544109
17,0363811
17,0524029
17,0690751
17,0001675
17,0958562
18,0595869
18,0435760
18,0649746
18,0096941
18,0787512
18,0049084
18,0806373
18,0846676
18,0059533
18,0623759
18,0046869
18,0059504
18,0370857
18,0737957
18,0267060
18,0443650
18,0957667
19,0002168
19,0234579
19,0342869
19,0887675
19,0904105
19,0819418
19,0712413
19,0782040
19,0213912
19,0105984
19,0124453
19,0333163
19,0824756
19,0854825
19,0465526
19,0909019
19,0389678
19,0277329
19,0928943
19,0954194
19,0226692
19,0067468
19,0783313
19,0670350
19,0664203
19,0116830
19,0489513
19,0235451
19,0541173
19,0374949
19,0530564
19,0179089
19,0885927
19,0895007
19,0404795
19,0646253
19,0730754
19,0887344
19,0887345
19,0554166
19,0886680
19,0938409
19,0866549
19,0866550
19,0207973
19,0535457
19,0535429
19,0219716
19,0209463
19,0774923
19,0394609
19,0130470
19,0895101
19,0213913
19,0197347
19,0695090
19,0886155
19,0592925
19,0889102
19,0704709
19,0693378
19,0726923
19,0958965
19,0812011
19,0198723
19,0450453
19,0973943
20,0753314
20,0000218
20,0000475
20,0447305
20,0378112
20,0046183
20,0488271
20,0557281
20,0926915
20,0859162
20,0843245
20,0522541
20,0522553
20,0351987
20,0387983
20,0325565
20,0713961
20,0345633
20,0420877
20,0891539
20,0714994
20,0877962
20,0877959
20,0877968
20,0537940
20,0537951
20,0352018
20,0810429
20,0364493
20,0008321
20,0039143
20,0069581
20,0175994
20,0203776
20,0298522
20,0330631
20,0407159
20,0522831
20,0628670
20,0676436
20,0680581
20,0693391
20,0378843
20,0211490
20,0810005
20,0857083
20,0864441
20,0946825
20,0567376
20,0713501
20,0036629
20,0604806
20,0091465
20,0662540
20,0039448
20,0104128
20,0860434
20,0146437
20,0289791
20,0276152
20,0925569
20,0460452
20,0039443
20,0164890
20,0095855
20,0371139
20,0167326
20,0402080
20,0404042
20,0404044
20,0585582
20,0624108
20,0681941
20,0712668
20,0810428
20,0165037
20,0113279
20,0052389
20,0323121
20,0511144
20,0871587
20,0942441
20,0049436
21,0000347
21,0175262
21,0766837
21,0084107
21,0324397
21,0926209
21,0625456
21,0165159
21,0057321
21,0000568
21,0378218
21,0085820
21,0311682
21,0428198
21,0629466
21,0912023
21,0002389
21,0325028
21,0248341
21,0118691
21,0806774
21,0819381
21,0055964
21,1401199
21,0063099
21,2633349
21,0119852
21,2237150
21,0164889
21,0196550
21,0852229
21,0271310
21,1218590
21,0308182
21,1109411
21,0420143
21,0429471
21,0455497
21,2067941
21,0500695
21,4074980
21,0543805
21,4370853
21,0624347
21,4370608
21,0664913
21,4175561
21,4371325
21,0703934
21,1308943
21,0732100
21,1482354
21,1312845
21,0858367
21,0864875
21,1559976
21,0871743
21,0878748
21,0891049
21,0923688
21,0932219
21,1111334
21,2255302
21,1368368
21,0042281
21,0191805
21,2181680
21,1463454
21,0357949
21,0005008
21,1640219
21,0494247
21,0620575
21,1465442
21,0695891
21,0795299
21,2496215
22,0732703
22,0492566
22,0625729
22,0181920
22,0569336
22,0848100
22,0918571
22,0828941
22,0722661
22,0130860
22,0004051
22,0001526
22,0360165
22,0000521
22,0082550
22,0569547
22,0005171
22,0442559
22,0035605
22,0000154
22,0001517
22,0322407
22,0281107
22,0042434
22,0636156
22,0079260
22,0889338
22,0126250
22,0665521
22,0862939
22,0557520
22,0519803
22,0925495
22,0316945
22,0547560
22,0242880
22,0158475
22,0000846
22,0158236
22,0641244
22,0615419
22,0570954
22,0611932
22,0614496
22,0574561
22,0395420
22,0494945
22,0171457
22,0639747
22,0138820
22,0613744
22,0446794
22,0218747
22,0449055
22,0767753
22,0304564
22,0926685
22,0875968
22,11410181
22,0122726
22,2066727
22,4993437
22,8137714
22,7043442
22,6906417
22,7614615
22,1571243
22,2257352
22,9952935
22,9223852
22,4798889
22,7419291
22,3269395
22,0641596
22,2175757
22,5611299
23,0007958
23,0012524
23,0034519
23,0034082
23,0043039
23,0001967
23,0000983
23,0169903
23,0192276
23,0000134
23,0225734
23,0279206
23,0000149
23,0335580
23,0364997
23,0383554
23,0443480
23,0000172
23,0536312
23,0549475
23,0559157
23,0591431
23,0609231
23,0636140
23,0658007
23,0688116
23,2402623
23,0678014
23,0000217
23,0001732
23,0793234
23,0802326
23,0818874
23,0877736
23,0882589
23,2947798
23,0074810
23,0169718
23,7912416
23,1015933
23,0254491
23,0300851
23,0332252
23,0335300
23,0338144
23,5059290
23,0998988
23,0005247
23,0629567
23,0434560
23,0673888
23,0680635
23,0778734
23,0778737
23,0894886
24,0000329
24,0611315
24,0948123
24,0876603
24,0015224
24,0189162
24,0482668
24,0803170
24,0157851
24,0029110
24,0031431
24,0153610
24,0290520
24,0317076
24,0393730
24,0399273
24,0500302
24,0571506
24,0808995
24,0828566
24,0520457
24,0266991
24,0276156
24,0398267
24,0502095
24,0652414
24,0760184
24,0909953
24,0128976
24,0289680
24,0292840
24,0318938
24,0401969
24,0504937
24,0157883
24,0525475
24,0642802
24,0656424
24,0569822
24,0662818
24,0121341
24,0304708
24,0521813
24,0154235
24,0864764
24,0157743
24,1241304
24,0552378
24,0533330
24,0813156
25,0000245
25,0000432
25,0001447
25,0001848
25,0001246
25,0001222
25,0000279
25,0004724
25,0569711
25,0381416
25,0593510
25,0482466
25,0866912
25,0131104
25,0297387
25,0327629
25,0376383
25,0440653
25,0824084
25,0445551
25,0193639
25,0220886
25,0375187
25,0316060
25,0216397
25,0756048
25,0455911
25,0811331
25,0176060
25,0005208
25,0634218
25,0694007
25,0686022
25,0384345
25,0538205
25,0691741
25,0690711
25,0816916
25,0190311
25,0714753
25,0418012
25,0522681
25,0795114
25,1132882
25,0059426
25,0823563
25,0734989
25,0025784
25,2293719
25,0108732
25,0122020
25,6813901
25,1093851
25,1014594
25,1554266
25,0216618
25,7637394
25,0332157
25,1778433
25,0460863
25,0480963
25,0005143
25,0520865
25,0531762
25,4046484
25,1739978
25,0655416
25,0722613
25,1833448
25,0827079
25,1665470
25,1998600
25,0940756
26,0016589
26,0000827
26,0093488
26,0110168
26,0122653
26,0423833
26,0430873
26,0569458
26,0570965
26,0611673
27,0102288
27,0848075
27,0944687
27,0001409
27,0531333
27,0327774
27,0543195
27,0400606
27,0457048
27,0001454
27,0000226
27,0460754
27,0005337
27,0760528
27,0388144
27,0191773
27,0505764
27,0738907
27,0043807
27,0001592
27,0001339
27,0785594
27,0575339
27,0408284
27,0018536
27,0715426
27,0204694
27,0000495
27,0346089
27,0302443
27,0147887
27,0024194
27,0291900
27,0092707
27,0869467
27,0574562
27,0561782
27,0180984
27,0093376
27,0589348
27,0427981
27,0758582
27,0548228
27,0845079
27,0167649
27,0675189
27,1422210
28,0000158
28,0000200
28,0000102
28,0000641
28,0000438
28,0000599
28,0770788
28,0515973
28,0400816
28,0805189
28,0397362
28,0718021
28,0028625
28,0514633
28,0254760
28,0816876
28,0075359
28,0566013
28,0549123
28,0397212
28,0000363
28,0940052
28,0340359
28,0585349
28,0571964
28,0342858
28,0166061
28,0191442
28,0891224
28,0586994
28,0086553
28,0245145
28,0002350
28,0191679
28,0795072
28,0090814
28,0521974
28,0418909
28,0276211
28,0925064
28,0728872
28,0513719
28,0923913
28,1208765
28,0401352
28,0552602
28,0360094
28,0816508
28,0902467
28,0548498
28,0710292
28,0639432
28,0547275
28,0058175
28,0784566
28,0948787
28,0390543
28,0397555
28,0420747
28,0356745
28,0328767
28,0328770
28,0225541
28,0000339
28,0560576
28,0628197
28,0571234
28,0713050
28,0174780
28,0460200
28,0942257
28,0020594
28,0116498
28,0749043
28,0076860
28,0749390
28,0420170
28,0227647
28,0923863
28,0544045
28,0232295
28,0186976
28,0147113
28,0558657
28,0035842
28,0074811
28,0691065
28,1830323
28,0022942
28,11410181
28,10525989
28,0043894
28,0084087
28,0098558
28,3425823
28,2667040
28,0160636
28,0175328
28,0004847
28,5241466
28,4798860
28,0397171
28,0397194
28,0403142
28,1408575
28,1478469
28,1800445
28,0522554
28,0522565
28,7419291
28,1047369
28,0721719
28,8827671
28,1940905
28,0994588
29,0000174
29,0000169
29,0000120
29,0000173
29,0000563
29,0001284
29,0385757
29,0000106
29,0000529
29,0761545
29,0041281
29,0341055
29,0600657
29,0875768
29,0657315
29,0779451
29,0151033
29,0269463
29,0005127
29,0255037
29,0780084
29,0781560
29,0006673
29,0079439
29,0414092
29,0717055
29,0278415
29,0497721
29,1317850
29,0908648
29,0957474
29,0119003
29,0933310
29,0591037
29,0428806
29,0255113
29,0380790
29,0732542
29,0440723
29,0871700
29,0281942
29,0185448
29,0193376
29,0581943
29,0351188
29,0891206
29,0277822
29,0034009
29,0093237
29,0145258
29,0938162
29,0143784
29,1219831
29,0227046
29,0334164
29,0340485
29,0382911
29,0429892
29,0483002
29,0483673
29,0490801
29,0551997
29,0564247
29,0611178
29,0625470
29,0658293
29,0667600
29,0682201
29,0705781
29,0735028
29,0754589
29,3735079
29,0760236
29,0797477
29,0809371
29,0000893
29,0156475
29,1419855
29,3862836
29,0279618
29,3134938
29,0346433
29,0465694
29,0495004
29,2143912
29,1717711
29,0806760
29,1558387
30,0000366
30,0814799
30,0681566
30,0656180
30,0167509
30,0264554
30,0617736
30,0612840
30,0490334
30,0148858
30,0153474
30,0451237
30,0615913
30,0153656
30,0537922
30,0704719
30,0545352
30,0087126
30,0087758
30,0100490
30,0000320
30,0199278
30,1014702
30,0211269
30,0264211
30,0294401
30,0545113
30,0663135
30,0664207
30,0758154
30,0767138
30,0890985
31,0000243
31,0000432
31,0002023
31,0001169
31,0001557
31,0001254
31,0140969
31,0004968
31,0587379
31,0122020
31,0001572
31,0000969
31,0116717
31,0005401
31,0001872
31,0857304
31,0461311
31,0222761
31,0058089
31,0083782
31,0101643
31,0889846
31,0502097
31,0915766
31,0059743
31,0082467
31,0492924
31,0157297
31,0810525
31,0504571
31,0820696
31,0304944
31,0068599
31,0420180
31,0130568
31,0901926
31,0884532
31,0647493
31,0198502
31,0639917
31,0865610
31,0148401
31,0914504
31,0325166
31,0342241
31,0000202
31,0263502
31,0869057
31,0708191
31,0267002
31,0831762
31,0607786
31,0254760
31,0063880
31,0114085
31,1765798
31,0256170
31,0302956
31,0327587
31,8030233
31,0001673
31,0940756
32,0190054
32,0190045
32,0190047
32,0190052
32,0400889
32,0612195
32,0231940
32,0190049
32,0730483
32,0735523
32,0341443
32,0257605
32,0649710
32,0190046
32,0328852
32,0361243
32,0190055
32,0190051
32,1072061
33,0000104
33,0000161
33,0021835
33,0001507
33,0000114
33,0326988
33,0000233
33,0488644
33,0043170
33,0001803
33,0893927
33,0002230
33,0584781
33,0023144
33,0487278
33,0120878
33,1134393
33,0608358
33,0549682
33,0351042
33,0398426
33,0188176
33,0304743
33,0198318
33,0633195
33,0735466
33,0735300
33,0005040
33,0553677
33,0762107
34,0001166
34,0000535
34,0000628
34,0930317
34,0700681
34,0629006
34,0158632
34,0856708
34,0460843
34,0441588
34,0921105
34,0268309
34,0000294
34,0000205
34,0944688
34,0004926
34,0303168
34,3293010
34,0916534
34,0817397
34,0288615
34,0644799
35,0725284
35,0135584
35,0770788
35,0770763
35,0000514
35,0040739
35,0932112
35,0001615
35,0855103
35,0876166
35,0001826
35,0175912
35,0434676
35,0558126
35,0002326
35,0198369
35,0275352
35,0409339
35,0908534
35,1218359
35,0050607
35,0160590
35,0603413
35,0649454
35,0741959
35,0036234
35,0835959
35,0135583
35,0308880
35,0363594
35,0112264
35,0112048
35,0526406
35,0150326
35,3753506
35,1430748
35,0458662
36,0000563
36,0000106
36,0000498
36,0149708
36,0618913
36,0000260
36,0161980
36,0757137
36,0412901
36,0242656
36,0587111
36,0171663
36,0896977
36,0013155
36,0242904
36,0204564
36,0796278
36,0703415
36,0752393
36,0355307
36,0391616
36,0802274
36,0302834
36,0319529
36,0348458
36,0000630
36,0129583
36,0258057
36,0650388
36,1537818
36,0244781
36,9148116
37,0530581
37,0711846
37,0311297
37,0001228
37,0233027
37,0521569
37,0187071
37,0000186
37,0318879
37,0959242
37,0433000
37,0003782
37,0780641
37,0000751
37,0364813
37,0331606
37,0623669
37,0738579
37,0738571
37,0738590
37,0711177
37,0751348
37,0000509
38,0000113
38,0000562
38,0588222
38,0000832
38,0311092
38,0397432
38,0571964
38,0774897
38,0129749
38,0331666
38,0471896
38,0306240
38,0673637
38,0935247
38,0456801
38,0201178
38,0935203
38,0669131
38,0811541
38,0076954
38,0070821
38,0035932
38,0114931
38,0086025
38,0431760
38,0893558
38,0228689
38,0281137
38,0935186
38,0291313
38,0263298
38,0935210
38,0452938
38,0327080
38,0860494
38,0102687
38,0125036
38,0515260
38,0104036
38,0725090
38,0180691
38,0530004
38,0186976
38,0135540
38,0008414
38,2456118
38,0663542
38,0384079
38,0106728
38,0023777
38,0093591
38,7793714
38,2573065
38,0227698
38,10107754
38,4439586
38,4046484
38,0896970
38,2865931
38,1387907
38,0958562
39,0000146
39,0000291
39,0000496
39,0001744
39,0000699
39,0000352
39,0687625
39,0049190
39,0002057
39,0001209
39,0813977
39,0881991
39,0441588
39,0413052
39,0496016
39,0140200
39,0410918
39,0333804
39,0635757
39,0613012
39,0355045
39,0352513
39,0662096
39,0358650
39,0949488
39,0188387
39,0761524
39,0932452
39,0655478
39,0865050
39,0614013
39,0950020
39,0160988
39,0446376
39,0949867
39,0151797
39,0716349
39,0235435
39,0941495
39,0100054
39,0682028
39,0409875
39,0077727
39,0036275
39,0735230
39,0005026
39,0027256
39,0329378
39,0479666
39,0891160
39,0036225
39,0009806
39,0290201
39,0957854
39,0591588
39,0721875
39,0809838
39,0551165
39,0385713
39,0412942
39,0551044
39,0574210
39,0716222
39,0399152
39,0861585
39,0926223
39,0929128
39,5160730
39,0036223
39,0083300
39,0129456
39,6813902
39,2667040
39,6813901
39,0139445
39,2782132
39,1765798
39,2609432
39,1393584
39,2142121
39,2177483
39,8030233
39,2379889
39,0444858
39,2925148
39,1001364
39,6527825
39,3555468
39,0873866
39,0879035
39,0994588
40,0000648
40,0000664
40,0000491
40,0000330
40,0001100
40,0397124
40,0518715
40,0001606
40,0227039
40,0335275
40,0238541
40,0401091
40,0590313
40,0365988
40,0388087
40,0890232
40,0750412
40,0628325
40,0832726
40,0404902
40,0937580
40,0214642
40,0396745
40,0342989
40,0714705
40,0001984
40,0394306
40,0130502
40,0137434
40,0106614
40,0878236
40,0878360
40,0956792
40,0445783
40,0880982
40,0034700
40,0383031
40,0151439
40,0721239
40,0238526
40,0505029
40,0862623
40,0608242
40,0095837
40,0059119
40,0059354
40,0187998
40,0430632
40,0440951
40,0636318
40,0157853
40,0298126
40,0540985
40,0147307
40,0568004
40,1121465
40,0657207
40,0504835
40,0831064
40,0283541
40,0225986
40,0791142
40,0039154
40,1570007
40,0243674
40,0264881
40,0274043
40,0454434
40,1338532
40,1921021
40,6134376
40,2698949
40,0821022
40,0000245
40,3545333
41,0001191
41,0569000
41,0933098
41,0925966
41,0609215
41,0005172
41,0069689
41,0359969
41,0581449
41,0686803
41,0019528
41,0547856
41,0558449
41,0445469
41,0232278
41,0170635
41,0576604
41,0222726
41,0243795
41,0620145
41,0400647
41,0391858
41,0148169
41,0267166
41,0537745
41,0177084
41,0558534
41,0047359
41,0152546
41,0915196
41,0690778
41,0640341
41,0071904
41,0235307
41,0379056
41,0620355
41,0330349
41,0503656
41,0503655
41,0806912
41,0466854
41,0807755
41,0608500
41,0187004
41,0465116
41,0351052
41,0343943
41,0057070
41,0272536
41,0504773
41,0923633
41,0107683
41,0043947
41,0620176
41,0892733
41,0235999
41,0734674
41,0937233
41,0732362
41,0318885
41,0790521
41,0931016
41,0145838
41,0168544
41,0365783
41,0192851
41,0869907
41,0286716
41,0854653
41,0869351
41,0532895
41,0740359
41,0146813
41,0525388
41,0118994
41,0215201
41,0081890
41,0013626
41,0503771
41,0157488
41,0794265
41,0000114
41,0000394
41,0545093
41,1067403
42,0641168
42,0026879
42,0003870
42,0819412
42,0582939
42,0003620
42,0608714
42,0771269
42,0075464
42,0281110
42,0361633
42,0070548
42,0003140
42,0190712
42,0164159
42,0419930
42,0810279
42,0112765
42,0640756
42,0521783
42,0827696
42,0046780
42,0922752
42,0080993
42,0394013
42,0640278
42,0673229
42,0673080
42,0408612
42,0186899
42,0121883
42,0361632
42,0169631
42,0052519
42,0857063
42,0067865
42,0475750
42,0808344
42,0187452
42,0186898
42,0857065
42,0237957
42,0279974
42,0413050
42,0673176
42,0673120
42,0744800
42,0278159
42,3097808
42,3097846
43,0000140
43,0000193
43,0000661
43,0328751
43,0005173
43,0048414
43,0287071
43,0588222
43,0686442
43,0755556
43,0453492
43,0881991
43,0157297
43,0040955
43,0251844
43,0251851
43,0723590
43,0932074
43,0489644
43,0006610
43,0790436
43,0286294
43,0870873
43,0038370
43,0729969
43,0694398
43,0302360
43,0376545
43,0281007
43,0713605
43,0245145
43,0845863
43,0876186
43,0778846
43,0387900
43,0947181
43,0229040
43,0161587
43,0453232
43,0369561
43,0567211
43,10525989
43,4330270
43,5678333
43,7212544
44,0000870
44,0000492
44,0661407
44,0001626
44,0000657
44,0091899
44,0000604
44,0616091
44,0348409
44,0178358
44,0733500
44,0551154
44,0021154
44,0302577
44,0122391
44,0032367
44,0804328
44,0824468
44,0615296
44,0485573
44,0011486
44,0748046
44,0531918
44,0251766
44,7290120
45,0485950
45,0911096
45,0943072
45,0945992
45,0151827
45,0152061
45,0150940
45,0150994
45,0155444
45,0013833
45,0393206
45,0398820
45,0510889
45,0510953
45,0523705
45,0624588
45,0849349
45,0863921
45,0875100
45,0875573
45,0910866
45,0910954
45,0943102
45,8326943
45,3355604
45,0852893
46,0339304
46,0000477
46,0001528
46,0000480
46,0451376
46,0001255
46,0001631
46,0375959
46,0337682
46,0003843
46,0568238
46,0469808
46,0580113
46,0195821
46,0001999
46,0275767
46,0708413
47,0000136
47,0001445
47,0000572
47,0000099
47,0000470
47,0819525
47,0000352
47,0000195
47,0823563
47,0143295
47,0385805
47,0547273
47,0824552
47,0484460
47,0742610
47,0017491
47,0855657
47,0068709
47,0001894
47,0743537
47,0193641
47,0625108
47,0947010
47,0304430
47,0277300
47,0539791
47,0001828
47,0111926
47,0024596
47,0077879
47,0189996
47,0220886
47,0213859
47,0787283
47,0494061
47,0379599
47,0805653
47,0065423
47,0723466
47,0125278
47,0692524
47,0183110
47,0393458
47,0248472
47,0058089
47,0597461
47,0751001
47,0059743
47,0906966
47,0828863
47,0397555
47,0799436
47,0551877
47,0019487
47,0457982
47,0659259
47,0248742
47,0211509
47,0034509
47,0864121
47,0048844
47,0518385
47,0101643
47,0304324
47,0390543
47,0720922
47,0391039
47,0237503
47,0541510
47,0727850
47,0183170
47,0800941
47,0082878
47,0090591
47,0108895
47,0177182
47,0184130
47,0194076
